data_version,Annotator,region,Site ID,Comments,File Name,Date,Start Time,End Time,Length,Clip Path,Reviewed,extra_tags,Bio,Bird,Anth,Geo,Sil,Auto,Airc,Mach,Flare,Mam,Bug,Wind,Rain,Water,Truck,Car,Prop,Helo,Jet,Corv,SongB,DGS,Grous,Crane,Loon,SeaB,Owl,Hum,Rapt,Woop,ShorB,Woof,Bear,Mous,Deer,Weas,Meow,Hare,Shrew,Mosq,Fly,Chewing,Burps,Vocal,Hoofclick
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,10:14:01.000000,10:14:11.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_13m_41s__13m_51s.flac,megan,"moving but hoofclicks unclear, breathing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:37:34.000000,11:37:44.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_37m_9s__37m_19s.flac,megan,"swallowing, breathing",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:22:09.000000,11:22:19.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_21m_44s__21m_54s.flac,megan,"breathing, rustling",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:53:46.000000,11:53:56.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_53m_21s__53m_31s.flac,megan,"breathing, swallowing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_080010.flac,2021-06-22,08:50:10.000000,08:50:20.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_080010_50m_0s__50m_10s.flac,megan,"swallowing, breathing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:09:34.000000,11:09:44.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_9m_9s__9m_19s.flac,megan,"breathing, moving but hoofclicks unclear, rustling",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:56:39.000000,11:56:49.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_56m_14s__56m_24s.flac,megan,breathing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,10:55:55.000000,10:56:05.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_55m_35s__55m_45s.flac,megan,"breahting, rustling, moving but hoofclicks unclear, swallowing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_070005.flac,2021-06-22,07:23:47.000000,07:23:57.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_070005_23m_42s__23m_52s.flac,megan,"breathing, rustling",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_070005.flac,2021-06-22,07:21:26.000000,07:21:36.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_070005_21m_21s__21m_31s.flac,megan,"breathing, multiple caribou, ?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,10:38:15.000000,10:38:25.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_37m_55s__38m_5s.flac,megan,"breathing, swallowing",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,10:11:13.000000,10:11:23.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_10m_53s__11m_3s.flac,megan,"swallowing, moving but hoofclicks unclear",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_070005.flac,2021-06-22,07:39:38.000000,07:39:48.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_070005_39m_33s__39m_43s.flac,megan,breathing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,10:46:50.000000,10:47:00.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_46m_30s__46m_40s.flac,megan,"breathing, possibly foraing?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_080010.flac,2021-06-22,08:04:54.000000,08:05:04.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_080010_4m_44s__4m_54s.flac,megan,"breathing, other caribou nearby, swallowing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_080010.flac,2021-06-22,08:56:41.000000,08:56:51.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_080010_56m_31s__56m_41s.flac,megan,"moving but hoofclicks unclear, swallowing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_080010.flac,2021-06-22,08:57:56.000000,08:58:06.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_080010_57m_46s__57m_56s.flac,megan,"moving but hoofclicks unclear, breathing, rustling",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_090015.flac,2021-06-22,09:17:03.000000,09:17:13.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_090015_16m_48s__16m_58s.flac,megan,"swallowing, drinking water, moving but hoofclicks unclear",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_080010.flac,2021-06-22,08:18:50.000000,08:19:00.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_080010_18m_40s__18m_50s.flac,megan,"breathing, resting",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:06:42.000000,11:06:52.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_6m_17s__6m_27s.flac,megan,"drinking water, breathing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_070005.flac,2021-06-22,07:53:35.000000,07:53:45.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_070005_53m_30s__53m_40s.flac,megan,"moving but hoofclicks unclear, breathing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,10:11:11.000000,10:11:21.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_10m_51s__11m_1s.flac,megan,moving but hoofclicks unclear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,10:57:12.000000,10:57:22.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_56m_52s__57m_2s.flac,megan,"moving but hoofclicks unclear, swallowing, breathing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_090015.flac,2021-06-22,09:10:09.000000,09:10:19.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_090015_9m_54s__10m_4s.flac,megan,"moving but hoofclicks unclear, breathing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_080010.flac,2021-06-22,08:42:52.000000,08:43:02.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_080010_42m_42s__42m_52s.flac,megan,"breathing heavily, swallowing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:13:44.000000,11:13:54.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_13m_19s__13m_29s.flac,megan,moving but hoofclicks unclear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:23:20.000000,11:23:30.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_22m_55s__23m_5s.flac,megan,"moving but hoofclicks unclear, breathing, swallowing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_090015.flac,2021-06-22,09:00:29.000000,09:00:39.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_090015_0m_14s__0m_24s.flac,megan,"moving but hoofclicks unclear, swallowing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_070005.flac,2021-06-22,07:19:07.000000,07:19:17.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_070005_19m_2s__19m_12s.flac,megan,"moving but hoofclicks unclear, rustling, swallowing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_070005.flac,2021-06-22,07:39:52.000000,07:40:02.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_070005_39m_47s__39m_57s.flac,megan,"other caribou present, ?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_090015.flac,2021-06-22,09:36:46.000000,09:36:56.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_090015_36m_31s__36m_41s.flac,megan,"other caribou around, ?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:20:36.000000,11:20:46.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_20m_11s__20m_21s.flac,megan,"moving but hoofclicks unclear, breathing, water",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,11:00:15.000000,11:00:25.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_59m_55s__60m_5s.flac,megan,"swallowing, breathing, rustling, moving but hoofclicks unclear",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_070005.flac,2021-06-22,07:06:16.000000,07:06:26.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_070005_6m_11s__6m_21s.flac,megan,walking through water,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_090015.flac,2021-06-22,09:30:18.000000,09:30:28.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_090015_30m_3s__30m_13s.flac,megan,"breathing, moving but hoofclicks unclear",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_090015.flac,2021-06-22,09:16:18.000000,09:16:28.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_090015_16m_3s__16m_13s.flac,megan,"swallowing, breathing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_110025.flac,2021-06-22,11:25:18.000000,11:25:28.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_110025_24m_53s__25m_3s.flac,megan,"movement but hoofclicks unclear, swallowing, rustling",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_090015.flac,2021-06-22,09:12:43.000000,09:12:53.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_090015_12m_28s__12m_38s.flac,megan,"breathing, swallowing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,10:07:15.000000,10:07:25.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_6m_55s__7m_5s.flac,megan,"rustling, moving but hoofclicks unclear",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_090015.flac,2021-06-22,09:20:13.000000,09:20:23.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_090015_19m_58s__20m_8s.flac,megan,"swallowing, moving but hoofclicks unclear",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_090015.flac,2021-06-22,09:07:54.000000,09:08:04.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_090015_7m_39s__7m_49s.flac,megan,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
megan-collars_V2,N/A,collars,149_721,N/A,20210622_100020.flac,2021-06-22,10:26:22.000000,10:26:32.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_100020_26m_2s__26m_12s.flac,megan,moving but hoofclicks unclear,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_070005.flac,2021-06-22,07:46:02.000000,07:46:12.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_070005_45m_57s__46m_7s.flac,megan,"foraging, breathing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
megan-collars_V2,N/A,collars,149_721,N/A,20210622_070005.flac,2021-06-22,07:55:05.000000,07:55:15.000000,00:00:10.000000,/scratch/enis/data/nna/labeling/samples/megan-collars_V2/audio_megan-collars_V2/collars/149_721/2021/20210622_070005_55m_0s__55m_10s.flac,megan,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
